customer_id,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,support_calls,churn
CUST-00863,0,1,0,48,1,1,1,0,0,0,0,0,1,1,0,0,92.98,4616.43,3,0
CUST-00864,0,1,0,71,1,0,1,1,0,1,0,1,1,0,0,3,123.57,8368.69,0,0
CUST-00865,1,0,0,67,1,1,1,0,1,0,0,1,1,0,0,2,100.77,6501.26,0,0
CUST-00866,1,1,0,53,1,1,1,0,0,1,0,1,0,2,0,2,91.63,4690.52,1,0
CUST-00867,0,1,0,58,0,0,0,0,0,0,0,0,0,0,1,3,18.0,1009.98,2,0
CUST-00868,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,2,47.61,2127.8,0,0
CUST-00869,0,0,1,16,1,0,2,1,0,0,0,0,0,0,1,0,119.77,1945.61,2,0
CUST-00870,0,1,0,8,1,0,1,0,0,1,1,1,0,1,1,2,88.85,705.87,1,0
CUST-00871,0,0,0,28,1,1,2,0,1,0,0,0,0,0,1,2,137.31,4030.63,3,0
CUST-00872,1,0,1,35,0,0,0,0,0,0,0,0,0,2,1,1,18.0,654.75,1,0
CUST-00873,0,0,0,26,1,0,2,0,1,0,1,1,0,0,1,2,153.23,4088.42,2,0
CUST-00874,0,0,1,8,1,0,2,1,0,1,0,0,0,0,1,1,136.68,1046.9,4,0
CUST-00875,1,0,0,37,1,1,2,1,0,1,0,0,0,0,1,0,143.89,5257.69,3,0
CUST-00876,0,1,0,36,1,1,0,0,0,0,0,0,0,1,0,2,54.3,1897.93,1,0
CUST-00877,0,0,0,69,1,0,1,0,0,0,0,1,0,0,1,0,74.79,5166.2,2,0
CUST-00878,0,1,0,69,1,0,2,0,0,1,1,0,0,2,1,0,139.71,9400.76,1,0
CUST-00879,0,0,1,45,1,0,0,0,0,0,0,0,0,2,0,1,33.66,1479.69,1,0
CUST-00880,0,0,0,62,1,1,0,0,0,0,0,0,0,0,0,2,41.31,2490.52,1,0
CUST-00881,0,0,1,23,1,1,1,1,1,0,0,1,0,0,0,3,124.9,2885.42,1,0
CUST-00882,1,1,1,70,1,1,2,1,1,0,0,1,1,0,1,2,142.3,9981.94,3,0
CUST-00883,0,1,1,68,1,0,0,0,0,0,0,0,0,1,1,2,35.47,2432.77,0,0
CUST-00884,0,0,1,10,1,0,0,0,0,0,0,0,0,1,0,0,29.01,281.18,4,0
CUST-00885,0,0,0,51,1,0,2,1,0,0,0,1,0,0,1,2,130.4,6917.02,4,0
CUST-00886,0,0,0,33,1,0,1,0,0,1,0,0,1,2,0,0,89.64,3045.97,2,0
CUST-00887,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,1,18.0,352.88,0,0
CUST-00888,0,1,0,30,1,0,1,0,0,0,0,0,1,2,1,2,82.5,2518.45,0,0
CUST-00889,0,0,0,66,0,0,0,0,0,0,0,0,0,2,0,0,18.0,1245.88,2,0
CUST-00890,0,1,0,67,1,1,1,0,0,1,1,1,0,0,1,3,110.28,7312.66,1,0
CUST-00891,1,1,0,25,1,0,0,0,0,0,0,0,0,0,1,1,43.25,1077.16,1,0
CUST-00892,0,0,1,34,1,0,2,0,1,0,0,0,0,0,0,2,124.92,4042.46,3,0
CUST-00893,0,1,0,38,1,0,2,0,1,0,1,0,1,2,1,1,120.65,4761.7,1,0
CUST-00894,0,0,0,53,1,0,0,0,0,0,0,0,0,0,1,2,41.67,2226.44,4,0
CUST-00895,1,1,1,35,1,1,1,1,0,1,0,0,1,2,1,2,117.83,4272.9,1,0
CUST-00896,0,0,0,29,1,1,2,0,0,0,1,0,0,0,1,0,136.15,3849.97,4,1
CUST-00897,0,1,1,67,1,1,1,0,0,1,1,1,0,0,0,3,91.5,5888.83,2,1
CUST-00898,0,1,0,27,1,1,2,0,0,0,0,0,1,2,1,2,154.67,4293.36,5,0
CUST-00899,0,0,0,20,1,0,2,1,1,0,1,0,1,0,1,1,144.29,2792.51,4,0
CUST-00900,0,1,0,24,1,0,1,0,1,0,0,0,0,1,1,2,77.54,1946.32,2,0
CUST-00901,0,0,0,24,1,0,2,1,1,0,1,1,1,0,0,0,145.49,3489.37,1,0
CUST-00902,0,0,0,40,1,0,2,0,0,0,0,1,1,0,1,2,130.53,5031.84,4,0
CUST-00903,0,1,0,48,1,0,2,0,1,0,1,1,1,0,0,1,135.11,6801.69,2,0
CUST-00904,1,0,0,10,1,1,2,0,0,0,1,1,0,0,1,3,136.78,1302.54,2,1
CUST-00905,0,1,0,64,1,1,1,0,0,0,0,1,1,1,1,0,92.83,5813.7,3,0
CUST-00906,0,1,0,19,1,0,2,1,0,1,0,0,0,0,0,3,105.84,2094.83,3,0
CUST-00907,0,1,0,9,1,0,1,0,0,1,0,0,0,0,1,3,80.27,724.63,1,1
CUST-00908,0,0,1,49,1,1,2,1,1,0,0,1,0,0,0,3,140.31,7158.63,1,1
CUST-00909,0,0,1,16,0,0,2,1,0,0,0,0,0,1,0,2,94.35,1563.5,1,1
CUST-00910,0,1,1,55,1,1,1,0,0,1,0,1,1,2,0,2,100.55,5805.32,0,0
CUST-00911,1,0,0,69,1,0,1,0,1,0,0,0,0,1,1,1,78.3,5408.04,1,0
CUST-00912,1,1,0,50,1,0,2,1,0,0,0,0,0,2,0,0,123.88,6134.99,1,1
CUST-00913,1,0,0,56,1,1,2,0,1,0,0,0,0,0,1,1,118.09,6474.46,4,0
CUST-00914,1,0,1,36,0,0,1,0,1,0,0,1,0,0,0,1,64.33,2222.13,0,1
CUST-00915,1,1,1,25,1,0,2,1,0,1,0,1,0,0,1,0,146.87,3775.03,3,1
CUST-00916,0,1,0,45,1,0,0,0,0,0,0,0,0,0,1,2,28.3,1331.64,1,0
CUST-00917,0,1,0,26,1,1,0,0,0,0,0,0,0,1,1,0,45.93,1200.72,0,0
CUST-00918,0,1,1,64,1,0,0,0,0,0,0,0,0,2,1,2,36.1,2331.88,2,0
CUST-00919,0,0,0,34,1,0,1,0,1,0,1,1,1,0,0,1,114.54,3878.93,2,0
CUST-00920,0,0,0,36,1,0,1,0,1,1,1,0,0,2,1,3,98.59,3581.27,1,0
CUST-00921,1,0,0,49,1,0,0,0,0,0,0,0,0,0,1,0,30.02,1412.09,2,0
CUST-00922,0,1,1,14,1,1,0,0,0,0,0,0,0,1,0,0,55.81,745.77,1,0
CUST-00923,0,0,0,41,0,0,1,0,1,1,0,0,0,0,1,1,71.59,2818.7,1,0
CUST-00924,0,1,0,55,1,0,2,0,1,1,0,0,0,1,0,1,128.57,6758.94,2,0
CUST-00925,0,0,0,56,1,0,0,0,0,0,0,0,0,0,1,0,33.66,1828.7,1,0
CUST-00926,0,1,0,17,1,1,1,0,1,0,0,0,0,2,1,2,88.64,1536.87,0,0
CUST-00927,1,1,1,4,1,1,2,0,1,1,0,0,0,2,1,3,142.09,589.45,2,0
CUST-00928,0,1,1,14,1,1,2,0,1,0,0,1,1,0,1,2,149.71,2037.14,2,0
CUST-00929,0,0,0,59,1,0,2,0,1,0,1,0,0,0,1,0,134.31,7546.06,0,1
CUST-00930,0,1,0,20,1,0,1,0,1,1,1,0,1,1,0,0,99.94,2092.04,2,0
CUST-00931,0,0,1,5,1,1,0,0,0,0,0,0,0,1,1,1,41.69,201.44,2,0
CUST-00932,0,0,1,44,1,0,0,0,0,0,0,0,0,0,0,2,37.03,1674.99,4,0
CUST-00933,0,0,0,64,1,0,2,1,0,0,1,0,1,1,1,3,143.49,9571.41,1,0
CUST-00934,0,0,0,17,1,1,1,0,1,0,1,1,1,2,0,0,137.21,2389.18,0,0
CUST-00935,0,1,0,4,1,1,1,1,1,1,0,0,1,1,1,1,119.82,459.61,3,0
CUST-00936,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,3,18.0,204.99,2,1
CUST-00937,0,0,0,10,1,1,1,0,0,0,0,1,0,2,1,0,101.29,1026.17,1,0
CUST-00938,1,1,0,15,1,0,1,1,0,1,1,1,0,0,1,3,124.52,1841.6,1,1
CUST-00939,0,1,1,13,0,0,1,0,0,0,1,1,0,0,1,1,69.22,906.38,0,0
CUST-00940,0,1,0,46,1,0,0,0,0,0,0,0,0,2,1,2,42.27,2016.63,2,0
CUST-00941,1,1,1,17,0,0,1,0,1,0,0,0,1,0,1,1,64.17,1109.48,2,0
CUST-00942,0,0,0,40,1,1,0,0,0,0,0,0,0,0,0,3,43.22,1776.16,4,0
CUST-00943,0,1,0,29,1,0,1,0,0,1,0,1,1,1,1,3,103.29,3103.77,1,0
CUST-00944,0,0,1,48,1,0,2,1,1,1,0,0,0,2,1,0,130.99,6122.41,2,0
CUST-00945,0,0,1,48,1,0,1,0,1,0,0,0,1,0,1,2,97.12,4771.35,0,0
CUST-00946,0,0,1,43,1,0,0,0,0,0,0,0,0,0,1,0,31.45,1382.97,1,0
CUST-00947,1,1,1,65,1,1,2,0,0,1,0,1,1,0,1,0,158.4,10599.24,2,0
CUST-00948,1,0,0,15,1,0,1,0,1,1,0,1,0,0,0,1,101.05,1493.03,4,0
CUST-00949,0,1,0,38,1,1,1,0,0,1,0,0,1,0,0,2,114.14,4488.18,0,0
CUST-00950,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,1,42.78,1194.2,4,0
CUST-00951,0,0,1,39,1,0,2,1,1,0,0,1,1,2,1,0,143.55,5749.35,1,0
CUST-00952,0,0,0,11,1,0,1,1,1,1,0,0,0,1,1,0,93.14,988.82,0,0
CUST-00953,0,0,1,23,1,1,1,0,0,0,1,0,1,2,0,0,89.43,1974.95,1,0
CUST-00954,1,0,1,68,1,0,0,0,0,0,0,0,0,2,1,0,35.06,2458.3,2,0
CUST-00955,1,1,1,58,1,0,2,0,0,0,1,1,0,2,1,0,114.93,6599.18,5,0
CUST-00956,0,1,1,31,1,0,1,1,1,0,1,1,0,1,1,3,102.31,3218.69,3,0
CUST-00957,0,0,0,8,1,1,2,0,0,0,0,0,0,0,0,0,121.94,986.74,3,0
CUST-00958,0,1,0,47,1,0,0,0,0,0,0,0,0,2,1,3,39.04,1853.36,1,0
CUST-00959,0,0,1,22,0,0,1,0,1,0,1,1,0,0,0,0,75.48,1655.5,2,0
CUST-00960,0,0,0,24,1,0,2,0,0,0,0,0,1,0,1,1,104.79,2580.16,3,0
CUST-00961,0,0,0,7,1,1,1,0,0,0,0,1,1,0,0,0,85.62,586.98,0,1
CUST-00962,0,0,1,21,1,1,0,0,0,0,0,0,0,0,1,0,55.1,1181.33,1,0
CUST-00963,0,0,0,16,1,1,2,0,1,1,1,0,0,0,0,2,152.07,2390.34,2,0
CUST-00964,1,1,0,3,1,0,2,0,0,1,0,1,1,1,1,0,141.41,408.43,3,0
CUST-00965,0,0,0,43,1,0,1,1,0,0,1,0,1,0,0,1,107.16,4458.37,3,0
CUST-00966,1,1,0,70,1,0,2,1,0,0,1,1,1,0,1,1,141.4,9795.36,3,0
CUST-00967,0,0,1,10,1,1,1,1,0,0,1,0,1,0,0,2,93.96,927.88,1,0
CUST-00968,0,1,0,4,1,1,1,0,0,0,1,0,0,2,0,1,76.43,314.15,1,0
CUST-00969,0,1,0,8,1,1,2,0,0,1,1,0,1,0,1,0,146.9,1158.98,3,1
CUST-00970,0,0,0,40,1,0,2,1,0,0,1,1,0,0,1,0,125.94,5178.53,2,0
CUST-00971,0,0,1,60,1,0,1,1,1,1,0,0,0,1,1,2,81.75,4695.96,1,0
CUST-00972,0,1,1,23,1,0,0,0,0,0,0,0,0,2,0,3,46.73,1048.78,0,0
CUST-00973,1,1,0,9,1,0,1,1,1,0,0,0,1,0,0,0,93.1,878.36,0,1
CUST-00974,0,1,0,7,1,0,2,0,0,0,0,1,1,1,1,0,137.73,947.41,3,1
CUST-00975,0,0,0,44,1,0,2,1,0,0,0,0,1,0,1,1,103.19,4498.62,0,0
CUST-00976,0,1,0,26,1,0,0,0,0,0,0,0,0,2,1,3,35.61,920.0,3,0
CUST-00977,0,0,0,26,1,0,1,0,1,0,1,1,0,1,1,0,106.23,2850.46,0,0
CUST-00978,0,0,0,18,1,1,2,0,0,1,0,0,1,1,1,3,141.94,2608.53,2,1
CUST-00979,0,1,0,65,1,1,0,0,0,0,0,0,0,0,0,2,45.04,2824.41,3,0
CUST-00980,1,0,0,27,1,1,2,0,0,0,0,0,1,1,1,0,121.03,3386.63,1,0
CUST-00981,0,1,0,51,0,0,1,1,0,0,0,0,1,0,0,2,73.53,3684.81,2,0
CUST-00982,0,1,0,54,1,0,2,1,0,0,1,0,0,0,0,2,113.33,6364.99,2,0
CUST-00983,0,0,0,5,0,0,1,1,0,1,1,0,0,1,1,0,73.74,382.22,0,0
CUST-00984,0,1,1,18,1,0,1,1,1,1,1,1,0,2,1,0,124.8,2151.8,0,0
CUST-00985,1,0,0,65,1,0,2,0,0,0,0,0,0,0,1,0,83.55,5408.76,4,0
CUST-00986,0,0,0,64,1,1,2,0,0,0,0,0,0,2,1,0,122.35,8082.39,2,0
CUST-00987,0,0,1,30,1,0,0,0,0,0,0,0,0,0,0,2,43.99,1352.28,0,1
CUST-00988,0,1,0,12,1,1,2,1,1,1,1,0,1,1,1,2,173.12,2098.93,3,0
CUST-00989,0,0,1,22,1,1,1,0,1,0,1,0,0,0,1,3,99.61,2291.95,2,0
CUST-00990,0,0,0,69,1,0,2,0,0,1,1,0,0,0,0,1,102.84,6796.81,2,0
CUST-00991,0,1,1,49,1,1,0,0,0,0,0,0,0,2,1,1,45.15,2288.65,2,0
CUST-00992,0,1,0,6,1,1,2,0,0,0,0,0,1,0,1,0,148.51,924.08,2,1
CUST-00993,0,1,0,52,1,0,2,1,1,1,0,0,0,2,0,3,130.31,6649.38,1,0
CUST-00994,1,1,1,11,1,0,1,1,1,1,1,1,0,0,1,0,119.69,1253.18,4,1
CUST-00995,0,0,1,22,1,0,0,0,0,0,0,0,0,1,1,0,42.64,974.77,0,0
CUST-00996,0,1,0,35,1,0,1,0,0,1,0,0,0,0,1,2,78.22,2767.3,3,0
CUST-00997,0,1,1,26,1,1,0,0,0,0,0,0,0,1,1,2,50.46,1276.33,1,0
CUST-00998,1,1,0,51,1,0,1,0,1,0,1,1,0,2,1,0,96.04,5119.2,0,0
CUST-00999,0,1,1,12,1,1,2,0,1,0,0,0,0,1,0,2,114.23,1350.66,1,0
CUST-01000,0,0,1,64,1,0,0,0,0,0,0,0,0,0,1,0,37.98,2391.89,2,0
CUST-01001,0,0,0,43,1,1,2,0,1,0,0,0,0,2,1,2,121.25,5340.2,0,0
CUST-01002,0,1,1,23,1,0,2,0,0,1,1,0,1,1,1,2,121.68,2804.7,2,1
CUST-01003,0,0,1,69,1,1,1,0,1,0,0,0,0,0,1,2,103.16,7356.88,0,0
CUST-01004,0,0,1,35,1,0,1,0,0,0,0,0,0,1,0,0,69.31,2467.44,0,0
CUST-01005,0,0,0,30,1,1,2,0,1,0,0,0,0,1,0,1,118.86,3476.23,1,1
CUST-01006,1,1,1,2,1,1,1,0,0,1,0,1,0,1,0,0,80.66,153.34,2,1
CUST-01007,0,1,0,72,1,0,2,1,1,1,0,0,0,0,1,1,138.4,10066.88,2,0
CUST-01008,0,1,0,61,1,0,0,0,0,0,0,0,0,0,1,3,47.29,2983.81,2,0
CUST-01009,0,1,1,13,1,1,1,0,0,0,1,0,0,2,0,0,94.42,1235.06,3,1
CUST-01010,0,1,0,69,1,1,1,0,1,0,1,1,0,1,0,2,126.31,8941.1,1,0
CUST-01011,0,1,1,58,1,1,0,0,0,0,0,0,0,0,0,0,58.51,3287.06,3,1
CUST-01012,0,0,0,31,1,0,1,1,1,0,1,0,1,2,1,1,123.01,3826.88,2,0
CUST-01013,1,1,0,67,1,0,1,1,1,0,0,1,1,0,1,1,101.82,7053.36,1,0
CUST-01014,0,0,1,41,1,0,1,1,0,1,0,0,1,0,1,1,90.62,3796.98,0,0
CUST-01015,0,0,0,50,1,1,0,0,0,0,0,0,0,1,1,2,47.57,2319.26,1,0
CUST-01016,0,0,0,14,1,0,1,1,0,0,0,0,1,1,1,3,82.27,1115.86,0,0
CUST-01017,1,1,0,8,1,0,0,0,0,0,0,0,0,2,1,3,32.42,262.48,4,0
CUST-01018,0,1,0,38,1,1,0,0,0,0,0,0,0,1,1,3,63.1,2289.38,3,0
CUST-01019,0,1,0,24,1,1,0,0,0,0,0,0,0,0,0,0,52.87,1216.74,1,1
CUST-01020,1,1,0,71,1,1,2,0,1,0,0,1,0,0,0,3,140.57,10024.01,2,0
CUST-01021,0,1,1,7,1,1,0,0,0,0,0,0,0,0,1,0,43.51,290.41,2,1
CUST-01022,1,0,1,55,1,0,0,0,0,0,0,0,0,2,1,0,40.65,2131.97,1,0
CUST-01023,0,1,1,44,1,0,2,0,1,1,0,0,0,0,1,1,130.6,5526.88,2,0
CUST-01024,0,1,0,64,1,1,2,0,0,1,0,0,0,0,0,0,131.22,8118.53,4,1
CUST-01025,0,1,1,72,1,1,1,1,1,1,0,1,0,0,1,2,119.94,8558.16,3,0
CUST-01026,1,0,0,63,1,0,2,0,1,0,1,0,0,0,0,0,136.84,8758.43,2,1
CUST-01027,0,0,1,27,1,0,2,1,1,0,1,1,0,0,1,1,126.71,3259.63,3,1
CUST-01028,0,1,0,51,0,0,2,0,0,0,0,0,0,1,0,0,72.33,3588.57,2,0
CUST-01029,0,0,1,12,1,0,2,0,0,1,0,0,0,0,1,0,97.89,1197.37,2,0
CUST-01030,0,0,0,35,1,0,2,1,1,1,0,0,1,2,0,3,152.7,5321.95,2,0
CUST-01031,0,0,0,20,1,0,2,0,0,1,0,1,0,2,0,1,130.54,2481.36,2,0
CUST-01032,0,0,1,19,1,1,1,0,1,1,0,0,1,0,1,0,123.18,2299.44,1,0
CUST-01033,1,0,0,42,1,0,2,1,0,1,0,0,1,2,0,2,147.9,6449.75,0,0
CUST-01034,0,1,1,10,1,1,0,0,0,0,0,0,0,0,0,3,53.44,510.33,0,0
CUST-01035,0,1,1,41,1,1,2,0,0,1,0,0,0,0,0,1,138.21,5654.31,1,0
CUST-01036,0,1,0,29,1,0,2,0,0,0,1,0,1,0,1,0,133.92,3692.2,3,0
CUST-01037,0,0,0,17,1,1,0,0,0,0,0,0,0,2,1,3,49.36,836.05,4,0
CUST-01038,0,0,0,41,0,0,1,1,0,1,0,0,0,1,0,1,68.8,2766.45,0,0
CUST-01039,0,0,1,55,1,1,2,0,0,0,1,1,1,0,0,0,136.74,7342.64,3,1
CUST-01040,0,0,1,44,0,0,2,0,0,0,0,0,1,1,0,0,94.42,4193.43,2,0
CUST-01041,0,0,0,7,1,1,2,1,0,0,0,0,0,1,1,0,138.81,943.21,1,1
CUST-01042,0,1,1,41,1,1,2,1,0,1,0,0,0,1,0,3,126.99,5426.88,1,0
CUST-01043,0,1,0,45,1,1,0,0,0,0,0,0,0,0,0,3,45.48,2084.27,2,1
CUST-01044,0,1,0,50,1,0,2,0,0,0,1,0,0,2,0,1,119.89,5864.48,1,0
CUST-01045,0,0,1,31,1,1,2,0,0,0,0,0,1,1,0,2,136.86,4259.41,3,0
CUST-01046,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,3,47.58,331.37,1,0
CUST-01047,0,0,0,10,1,1,0,0,0,0,0,0,0,2,0,1,57.48,548.25,4,0
CUST-01048,1,0,0,24,1,0,2,0,0,1,0,1,1,0,0,2,133.83,3100.15,3,0
CUST-01049,0,0,0,46,0,0,2,1,1,0,0,0,1,1,1,3,125.44,5859.13,1,0
CUST-01050,0,0,0,54,1,0,2,0,1,0,1,0,1,1,1,0,160.21,8476.32,2,0
CUST-01051,0,1,0,49,1,0,1,0,0,1,0,1,0,0,0,0,103.69,5054.31,0,0
CUST-01052,0,1,1,23,1,0,2,0,0,0,0,0,0,0,1,2,97.35,2193.59,1,0
CUST-01053,0,0,0,32,1,1,1,1,1,1,0,1,1,1,1,2,123.53,3846.49,2,0
CUST-01054,0,0,0,4,1,1,1,0,1,0,0,0,0,2,0,0,93.94,357.53,3,0
CUST-01055,0,0,1,58,1,0,2,1,1,0,0,1,0,2,0,0,124.54,7364.17,3,0
CUST-01056,1,0,0,26,1,1,2,0,0,1,1,0,0,1,0,2,157.96,4278.61,2,0
CUST-01057,0,1,0,37,1,1,2,0,1,1,0,1,0,0,1,1,148.0,5331.44,2,1
CUST-01058,0,1,1,33,1,0,1,1,1,1,0,0,0,0,1,3,99.11,3168.2,2,0
CUST-01059,0,1,0,21,1,0,2,0,0,1,0,0,0,1,1,3,122.1,2672.62,4,1
CUST-01060,1,1,0,13,1,1,2,0,1,0,0,0,0,0,1,1,120.39,1604.19,2,1
CUST-01061,0,0,0,69,1,1,1,0,0,0,0,1,1,1,0,2,81.31,5479.58,0,0
CUST-01062,0,0,0,9,1,0,1,1,0,1,1,0,0,0,1,2,100.07,927.36,0,0
CUST-01063,0,0,0,68,1,1,2,0,1,1,0,0,0,0,1,0,112.2,7361.21,2,0
CUST-01064,0,0,0,9,1,0,1,0,0,0,0,0,0,1,0,1,53.72,470.14,2,0
CUST-01065,1,1,0,7,1,1,2,0,1,0,0,0,1,1,1,1,149.95,1082.51,3,0
CUST-01066,0,0,1,66,1,0,2,1,1,0,1,0,0,1,1,3,132.09,8483.01,3,0
CUST-01067,0,0,0,69,1,0,1,1,1,1,1,0,0,0,1,3,118.74,7813.65,1,0
CUST-01068,0,0,0,65,1,0,2,1,0,1,1,0,0,2,1,0,137.49,8503.69,5,0
CUST-01069,0,0,0,56,1,0,0,0,0,0,0,0,0,0,1,3,39.62,2169.82,2,0
CUST-01070,1,1,1,36,1,0,0,0,0,0,0,0,0,1,0,2,33.25,1211.6,0,0
CUST-01071,0,0,0,8,1,1,0,0,0,0,0,0,0,1,0,0,57.04,477.43,1,0
CUST-01072,0,0,1,43,1,1,2,0,1,0,0,0,0,0,0,1,136.26,6032.47,1,0
CUST-01073,1,0,0,38,1,1,1,0,0,1,0,0,0,1,0,3,79.32,3109.61,1,0
CUST-01074,1,1,1,53,1,1,2,1,1,1,1,1,0,1,1,1,192.86,10298.52,2,0
CUST-01075,0,1,0,3,0,0,1,1,1,1,1,1,0,0,0,2,95.63,277.33,1,0
CUST-01076,0,1,0,6,1,0,1,1,1,0,0,1,0,1,1,1,102.17,616.86,1,1
CUST-01077,0,0,0,43,1,0,1,0,0,1,0,1,1,0,1,2,96.59,4027.41,0,0
CUST-01078,0,0,0,62,1,1,1,0,1,1,0,0,0,2,1,1,91.12,5739.85,1,0
CUST-01079,0,1,1,68,1,1,1,0,0,0,0,0,0,0,1,1,68.58,4697.46,1,0
CUST-01080,0,0,0,41,1,1,1,1,1,0,0,0,0,0,1,3,88.7,3610.22,1,0
CUST-01081,1,0,0,27,1,0,0,0,0,0,0,0,0,1,1,1,31.86,874.06,0,0
CUST-01082,1,1,0,34,1,0,1,0,1,0,0,0,0,0,1,0,71.38,2483.22,2,0
CUST-01083,1,0,1,37,1,1,2,0,1,0,0,0,0,2,1,1,140.57,4960.24,1,0
CUST-01084,1,0,0,45,1,1,0,0,0,0,0,0,0,0,1,2,41.1,1932.13,2,0
CUST-01085,0,1,1,17,1,0,1,0,0,1,1,1,0,0,1,1,94.7,1565.17,2,0
CUST-01086,0,0,1,28,1,0,1,0,1,1,0,0,0,0,1,2,74.83,2048.58,1,1
CUST-01087,0,0,0,39,1,1,2,1,0,1,1,0,1,0,0,0,147.57,5900.06,3,0
CUST-01088,0,0,1,62,1,0,2,0,1,1,1,0,0,0,1,2,134.82,8295.13,0,0
CUST-01089,0,1,0,58,1,1,2,1,1,0,0,0,0,0,1,3,144.51,8537.17,3,0
CUST-01090,0,0,0,55,1,1,1,1,1,0,0,0,0,0,0,1,104.62,5850.31,1,1
CUST-01091,0,0,0,16,1,0,2,1,0,0,1,0,0,0,0,2,125.74,2031.99,4,0
CUST-01092,0,1,0,30,1,0,0,0,0,0,0,0,0,0,1,2,29.59,897.51,0,0
CUST-01093,0,1,0,40,1,1,2,1,0,1,0,1,0,0,1,2,150.7,5728.06,4,1
CUST-01094,0,1,0,70,1,0,1,1,1,1,0,1,1,0,0,1,108.97,7984.43,3,0
CUST-01095,0,0,1,26,1,0,2,1,0,0,1,0,0,0,1,2,142.39,3577.31,0,0
CUST-01096,0,0,0,67,1,0,2,0,0,1,0,0,0,0,1,1,120.54,8066.85,0,1
CUST-01097,0,1,0,54,1,1,2,1,0,0,0,0,0,0,1,1,142.55,7823.12,2,1
CUST-01098,1,1,0,46,1,0,0,0,0,0,0,0,0,0,0,1,28.47,1261.15,3,0
CUST-01099,0,0,0,51,1,1,2,0,0,0,0,1,0,0,1,1,117.67,5987.68,0,0
CUST-01100,0,1,1,58,1,0,2,1,1,0,1,1,1,2,0,0,157.17,8668.04,5,0
CUST-01101,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,2,18.0,879.87,1,0
CUST-01102,0,1,0,49,1,0,0,0,0,0,0,0,0,0,1,2,45.17,2193.09,0,0
CUST-01103,0,1,0,28,1,0,2,0,0,1,0,1,0,1,1,0,117.62,3413.28,1,0
CUST-01104,0,0,1,31,1,1,1,0,1,1,0,0,1,0,0,0,94.11,3003.12,1,0
CUST-01105,0,1,0,44,1,0,0,0,0,0,0,0,0,0,1,2,36.8,1559.62,1,0
CUST-01106,0,1,1,61,1,1,2,0,0,1,0,0,1,1,1,1,138.04,8651.12,2,0
CUST-01107,0,0,0,47,1,0,2,0,0,0,1,0,1,1,1,2,133.17,5946.4,3,0
CUST-01108,1,0,0,72,0,0,1,0,1,1,0,1,0,2,0,1,70.44,4870.73,0,0
CUST-01109,0,1,0,50,1,0,2,0,1,0,1,0,1,2,0,3,139.82,7171.4,4,0
CUST-01110,0,0,0,30,1,1,2,1,1,0,0,1,0,1,0,0,142.88,4451.93,4,1
CUST-01111,0,0,0,42,1,1,1,0,1,1,1,0,1,1,1,2,106.75,4447.21,1,0
CUST-01112,0,0,0,45,1,1,2,1,0,1,0,1,1,0,0,1,155.57,6794.98,1,1
CUST-01113,1,1,0,63,0,0,2,1,0,0,0,0,0,2,0,0,99.12,6032.75,3,1
CUST-01114,1,0,0,19,1,1,2,1,1,1,1,0,0,1,0,3,153.21,2848.34,2,0
CUST-01115,0,1,0,18,1,1,1,1,0,1,0,1,1,0,0,3,133.82,2351.16,1,0
CUST-01116,0,0,0,15,1,1,0,0,0,0,0,0,0,0,1,0,48.95,769.56,0,0
CUST-01117,0,0,0,5,1,0,1,0,1,1,0,0,1,1,0,0,85.51,428.63,1,0
CUST-01118,0,1,0,49,1,0,0,0,0,0,0,0,0,0,0,3,32.17,1557.24,1,0
CUST-01119,1,0,0,70,1,1,0,0,0,0,0,0,0,2,0,0,61.6,4421.16,0,0
CUST-01120,0,0,1,45,1,0,1,1,0,0,1,0,1,0,1,3,100.5,4647.28,1,0
CUST-01121,0,0,0,5,1,1,1,1,0,1,1,1,0,2,1,0,127.53,616.88,2,0
CUST-01122,0,1,0,27,1,0,0,0,0,0,0,0,0,0,1,1,30.05,804.65,0,0
CUST-01123,0,0,0,66,1,1,2,1,0,0,0,0,0,1,1,0,113.21,7387.6,2,0
CUST-01124,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,1,46.6,179.38,1,1
CUST-01125,0,0,0,45,1,0,2,0,0,0,0,0,0,0,0,0,109.36,4739.09,6,1
CUST-01126,0,0,0,32,1,0,2,0,1,0,0,0,1,0,1,1,125.49,4202.07,2,1
CUST-01127,0,0,0,67,1,1,2,0,1,0,0,0,0,0,1,3,117.93,7634.37,3,0
CUST-01128,0,1,0,37,1,0,1,1,0,1,0,1,1,0,1,0,107.53,4032.27,3,0
CUST-01129,1,0,1,41,1,0,1,0,1,0,0,0,1,2,1,2,92.0,3833.92,1,0
